annee,mois,Région,Classe d'âge,Taux de passages aux urgences pour grippe,Taux d'hospitalisations après passages aux urgences pour grippe,Taux d'actes médicaux SOS médecins pour grippe
2022,10,Pays de la Loire,00-04 ans,67.045097419,67.79661017,339.842955992
2022,10,Pays de la Loire,05-14 ans,110.432907121,151.515151516,920.046482864
2022,10,Pays de la Loire,15-64 ans,110.31464434360001,32.622240308799995,1510.873431752
2022,10,Pays de la Loire,65 ans ou plus,72.4199956534,61.6198397816,259.284180918
2022,10,Pays de la Loire,Tous âges,95.51130907000001,54.865127017199995,1002.7772976980001
2022,10,Provence-Alpes-Côte d'Azur,00-04 ans,110.05273429459999,78.911564626,1819.52554224
2022,10,Provence-Alpes-Côte d'Azur,05-14 ans,186.45468659600002,52.910052910000005,3374.64700074
2022,10,Provence-Alpes-Côte d'Azur,15-64 ans,165.520729607,105.5793777396,4256.07957836
2022,10,Provence-Alpes-Côte d'Azur,65 ans ou plus,53.24794644879999,79.22656812560001,2203.85944878
2022,10,Provence-Alpes-Côte d'Azur,Tous âges,131.23981692,87.1262547212,3260.03975226
2022,10,Réunion,00-04 ans,1615.0816629679998,790.930815402,
2022,10,Réunion,05-14 ans,1773.6507329599997,281.69014084,
2022,10,Réunion,15-64 ans,483.807143172,529.409018606,
2022,10,Réunion,65 ans ou plus,389.705976966,323.507780036,
2022,10,Réunion,Tous âges,834.577267538,485.563265812,
2022,10,Île-de-France,00-04 ans,231.234386108,104.664305568,903.43965593
2022,10,Île-de-France,05-14 ans,471.470940668,310.503569578,1974.7451294400003
2022,10,Île-de-France,15-64 ans,510.22940790399997,126.31036111859999,2864.64603092
2022,10,Île-de-France,65 ans ou plus,178.385747568,151.25056241860003,996.3304334280001
2022,10,Île-de-France,Tous âges,396.89158077,141.69803328799998,2002.19910154
2022,11,Auvergne et Rhône-Alpes,00-04 ans,278.55556196175,70.25592889250001,2741.6908923749997
2022,11,Auvergne et Rhône-Alpes,05-14 ans,465.0852901375,84.7457627125,6322.515697025
2022,11,Auvergne et Rhône-Alpes,15-64 ans,229.8889314475,83.0035639645,5941.180496425
2022,11,Auvergne et Rhône-Alpes,65 ans ou plus,136.57392506975,109.482032643,1859.2188016750001
2022,11,Auvergne et Rhône-Alpes,Tous âges,246.73663408000002,95.3512564065,4718.493518225
2022,11,Bourgogne et Franche-Comté,00-04 ans,310.514496095,91.575091575,1377.58442978
2022,11,Bourgogne et Franche-Comté,05-14 ans,699.5145223449999,187.9699248125,3480.441431625
2022,11,Bourgogne et Franche-Comté,15-64 ans,393.792315555,41.3907284775,2932.7205198250003
2022,11,Bourgogne et Franche-Comté,65 ans ou plus,126.436334815,92.81750248750001,755.10153967
2022,11,Bourgogne et Franche-Comté,Tous âges,350.00405774,77.9310911305,2500.98386445
2022,11,Bretagne,00-04 ans,960.2717188075,798.8206368225,4438.534771225
2022,11,Bretagne,05-14 ans,1012.3485931075,161.29032258,11571.15020195
2022,11,Bretagne,15-64 ans,463.79791607,296.54416083300003,10579.836705
2022,11,Bretagne,65 ans ou plus,313.3441338425,350.22020943,2513.7835854
2022,11,Bretagne,Tous âges,547.701215575,359.73451801749997,8643.23918135
2022,11,Centre-Val de Loire,00-04 ans,639.2422926957499,84.175084175,580.60874689
2022,11,Centre-Val de Loire,05-14 ans,1126.516145435,0.0,3311.058579525
2022,11,Centre-Val de Loire,15-64 ans,490.143167975,245.978282975,7402.832997300001
2022,11,Centre-Val de Loire,65 ans ou plus,96.95702417275001,38.17800911725,2626.10333295
2022,11,Centre-Val de Loire,Tous âges,516.9476693425,114.59138405499999,4949.83307055
2022,11,Corse,00-04 ans,166.33510167999998,1000.0,1333.33373085
2022,11,Corse,05-14 ans,629.4701503425,0.0,2202.8328208499997
2022,11,Corse,15-64 ans,550.54100672,0.0,1766.7185816925
2022,11,Corse,65 ans ou plus,0.0,0.0,1744.8512586000002
2022,11,Corse,Tous âges,379.9613980825,55.555555555,1780.9782111825002
2022,11,Grand Est,00-04 ans,339.8371920375,274.1451612875,2031.8233917625
2022,11,Grand Est,05-14 ans,688.3574004275,513.8750415475,5128.723995525
2022,11,Grand Est,15-64 ans,306.56283762500004,126.0918274195,5829.794163275
2022,11,Grand Est,65 ans ou plus,77.457790026,60.27898770975,1589.1558755800002
2022,11,Grand Est,Tous âges,303.2945292175,125.39859191000001,4435.740899475
2022,11,Guadeloupe,00-04 ans,308.6773868975,0.0,
2022,11,Guadeloupe,05-14 ans,180.5054151625,0.0,
2022,11,Guadeloupe,15-64 ans,431.408566045,0.0,
2022,11,Guadeloupe,65 ans ou plus,0.0,0.0,
2022,11,Guadeloupe,Tous âges,278.4690925425,0.0,
2022,11,Guyane,00-04 ans,622.1499556800001,0.0,
2022,11,Guyane,05-14 ans,448.50887477749995,0.0,
2022,11,Guyane,15-64 ans,538.9101643050001,0.0,
2022,11,Guyane,65 ans ou plus,332.25891910999997,543.478260875,
2022,11,Guyane,Tous âges,527.101420795,103.305785125,
2022,11,Hauts-de-France,00-04 ans,855.11484913,484.6279306575,2041.633574295
2022,11,Hauts-de-France,05-14 ans,1275.93396558,366.89233456,4965.572797175
2022,11,Hauts-de-France,15-64 ans,392.2610707425,178.5109077175,5730.572550000001
2022,11,Hauts-de-France,65 ans ou plus,161.6066223415,173.47533667725,2852.8670872499997
2022,11,Hauts-de-France,Tous âges,531.7886244425,216.95136154875001,4673.537600675
2022,11,Martinique,00-04 ans,,,4614.480864475
2022,11,Martinique,05-14 ans,,,8542.761274175
2022,11,Martinique,15-64 ans,,,5686.88613425
2022,11,Martinique,65 ans ou plus,,,1855.899760475
2022,11,Martinique,Tous âges,,,5073.30286045
2022,11,Mayotte,00-04 ans,684.45973256,581.395348825,
2022,11,Mayotte,05-14 ans,870.4397281,2922.0779221000003,
2022,11,Mayotte,15-64 ans,1307.5428057025001,819.562899775,
2022,11,Mayotte,65 ans ou plus,1063.829787225,1315.789473675,
2022,11,Mayotte,Tous âges,1069.2198183675,1010.3838832575,
2022,11,Normandie,00-04 ans,1329.0782353075,300.6995928975,2947.6974871274997
2022,11,Normandie,05-14 ans,2555.5467142400003,773.602183985,9964.90184475
2022,11,Normandie,15-64 ans,857.13218762,400.9842760325,9577.2684299
2022,11,Normandie,65 ans ou plus,606.76881385,791.70996192,1325.00395565
2022,11,Normandie,Tous âges,1142.0336510299999,604.8697115274999,7663.967385675
2022,11,Nouvelle Aquitaine,00-04 ans,671.5468324775,225.741536065,2175.938002725
2022,11,Nouvelle Aquitaine,05-14 ans,492.7002025975,264.3956472125,6226.261144925
2022,11,Nouvelle Aquitaine,15-64 ans,222.1309600825,52.265021648499996,6369.12541865
2022,11,Nouvelle Aquitaine,65 ans ou plus,95.20498671425,131.601907862,1570.699357275
2022,11,Nouvelle Aquitaine,Tous âges,266.32561450000003,114.481984267,4968.27823565
2022,11,Occitanie,00-04 ans,377.2219000425,270.866073255,2133.312281625
2022,11,Occitanie,05-14 ans,501.4970393075,101.2145749,6756.928255725001
2022,11,Occitanie,15-64 ans,187.80393523225,122.9629107565,7240.119444325
2022,11,Occitanie,65 ans ou plus,57.66759480100001,61.97624008675,2449.6788923249997
2022,11,Occitanie,Tous âges,215.793460475,103.409680541,5500.637483325
2022,11,Pays de la Loire,00-04 ans,497.39961565475,216.13832853,2918.4691706050003
2022,11,Pays de la Loire,05-14 ans,737.0642504975,314.1742830125,7351.9634616250005
2022,11,Pays de la Loire,15-64 ans,242.202760965,144.000201769,5742.8175267999995
2022,11,Pays de la Loire,65 ans ou plus,167.2211803375,214.484076432,929.941834765
2022,11,Pays de la Loire,Tous âges,315.0474085475,194.240163368,4733.54563245
2022,11,Provence-Alpes-Côte d'Azur,00-04 ans,518.32084908,526.7792721125,4050.81211
2022,11,Provence-Alpes-Côte d'Azur,05-14 ans,885.44743808,983.65181582,7969.5000643250005
2022,11,Provence-Alpes-Côte d'Azur,15-64 ans,450.5642601175,347.4343194475,9286.60199995
2022,11,Provence-Alpes-Côte d'Azur,65 ans ou plus,202.364913385,277.1201057775,5166.2435131
2022,11,Provence-Alpes-Côte d'Azur,Tous âges,452.40553962,361.42538652999997,7285.888804925
2022,11,Réunion,00-04 ans,1302.6331768175,595.23809525,
2022,11,Réunion,05-14 ans,1775.718196095,765.544647025,
2022,11,Réunion,15-64 ans,207.0557718975,0.0,
2022,11,Réunion,65 ans ou plus,316.730973475,514.6969432675,
2022,11,Réunion,Tous âges,606.2600087124999,290.174219225,
2022,11,Île-de-France,00-04 ans,966.1713513100001,557.9199446725,3162.0403681750004
2022,11,Île-de-France,05-14 ans,1480.5165830424999,506.122724585,7530.3136143
2022,11,Île-de-France,15-64 ans,980.2027226775,419.9808023925,7741.234599625
2022,11,Île-de-France,65 ans ou plus,376.8494070125,360.332484305,2347.8684749625
2022,11,Île-de-France,Tous âges,944.9468035875,418.34484098250005,6076.982269550001
2022,12,Auvergne et Rhône-Alpes,00-04 ans,4084.327738875,3398.627174265,10200.745565225
2022,12,Auvergne et Rhône-Alpes,05-14 ans,4552.228937875,3177.5876009500003,22943.2264575
2022,12,Auvergne et Rhône-Alpes,15-64 ans,1920.7201984075,1453.2468206975,19746.302679
2022,12,Auvergne et Rhône-Alpes,65 ans ou plus,2305.0737346349997,3089.3183758975,6003.809816075
2022,12,Auvergne et Rhône-Alpes,Tous âges,2599.947585045,2607.5905428575,16400.025120225
2022,12,Bourgogne et Franche-Comté,00-04 ans,2014.7091963025,2227.209832975,7313.727276725
2022,12,Bourgogne et Franche-Comté,05-14 ans,4225.70456055,1434.3719933675,17010.25607625
2022,12,Bourgogne et Franche-Comté,15-64 ans,2797.5057988050003,1274.89491746,16300.845482175
2022,12,Bourgogne et Franche-Comté,65 ans ou plus,1716.82657634,2111.107392675,5024.3865898
2022,12,Bourgogne et Franche-Comté,Tous âges,2554.0583525399998,1845.6187041425,13927.78090615
2022,12,Bretagne,00-04 ans,4289.4048445749995,3747.0120268749997,11515.27962
2022,12,Bretagne,05-14 ans,3656.90142125,3796.28752475,26480.080735749998
2022,12,Bretagne,15-64 ans,1871.918583975,2028.109996125,25936.414514
2022,12,Bretagne,65 ans ou plus,2654.6248005125,3448.8627409775,8922.900288625
2022,12,Bretagne,Tous âges,2552.0021926,3027.041790275,21701.4957745
2022,12,Centre-Val de Loire,00-04 ans,5629.344029925,2415.90116744,3321.2835274725003
2022,12,Centre-Val de Loire,05-14 ans,8652.901750775,1714.49632885,16187.896526
2022,12,Centre-Val de Loire,15-64 ans,2956.9219129000003,1110.92233203,19792.248185
2022,12,Centre-Val de Loire,65 ans ou plus,1382.2856082,1437.278697595,8169.27116525
2022,12,Centre-Val de Loire,Tous âges,3670.576845475,1433.01982858,15915.56294375
2022,12,Corse,00-04 ans,2703.3284232,1041.666666675,14939.466372025
2022,12,Corse,05-14 ans,4881.12112455,2380.95238095,23293.307186
2022,12,Corse,15-64 ans,3218.9378010749997,1200.7935921375001,15611.409452025
2022,12,Corse,65 ans ou plus,1403.736809255,1442.6108640475,7248.9905073499995
2022,12,Corse,Tous âges,2906.652934025,1408.6712831875,16405.486057475
2022,12,Grand Est,00-04 ans,3689.950533275,2733.8433055174996,10087.090633
2022,12,Grand Est,05-14 ans,5319.13351675,3121.2708918999997,18490.5990815
2022,12,Grand Est,15-64 ans,2484.558914575,1720.6577641025,20091.99108075
2022,12,Grand Est,65 ans ou plus,2522.7046707225,3549.0120110525,6944.572654
2022,12,Grand Est,Tous âges,2986.62105355,2876.4071317475,16765.43962325
2022,12,Guadeloupe,00-04 ans,989.263776665,4312.77056275,
2022,12,Guadeloupe,05-14 ans,1060.7315389975,7434.67059265,
2022,12,Guadeloupe,15-64 ans,327.47857201,235.849056605,
2022,12,Guadeloupe,65 ans ou plus,559.55949466,480.32726605,
2022,12,Guadeloupe,Tous âges,647.465368745,1235.61079356,
2022,12,Guyane,00-04 ans,1139.734313285,0.0,
2022,12,Guyane,05-14 ans,2074.434393945,0.0,
2022,12,Guyane,15-64 ans,2639.5257096,1397.7536800875,
2022,12,Guyane,65 ans ou plus,2451.35562956,4126.984126975,
2022,12,Guyane,Tous âges,2264.7157047625,1665.7190802050002,
2022,12,Hauts-de-France,00-04 ans,9211.947847575,7167.062343425,11202.43251885
2022,12,Hauts-de-France,05-14 ans,10473.567113425,5793.676657475,22627.844992500002
2022,12,Hauts-de-France,15-64 ans,3758.00945505,2138.33251875,24903.21217025
2022,12,Hauts-de-France,65 ans ou plus,3013.9044891374997,3634.237731065,10993.99291475
2022,12,Hauts-de-France,Tous âges,5208.737501725,3520.7539785999998,21390.606912249998
2022,12,Martinique,00-04 ans,,,5009.28553455
2022,12,Martinique,05-14 ans,,,5929.7779573
2022,12,Martinique,15-64 ans,,,8265.99682525
2022,12,Martinique,65 ans ou plus,,,2828.229740075
2022,12,Martinique,Tous âges,,,6148.836123675
2022,12,Mayotte,00-04 ans,2135.175101475,5234.580063325,
2022,12,Mayotte,05-14 ans,1177.5143031525,1562.5,
2022,12,Mayotte,15-64 ans,3089.1085205775003,4230.426629175,
2022,12,Mayotte,65 ans ou plus,9674.638727175,13286.68894465,
2022,12,Mayotte,Tous âges,2835.80788715,5473.884572425,
2022,12,Normandie,00-04 ans,7025.53494745,4250.30744575,16668.583489025
2022,12,Normandie,05-14 ans,7377.82579465,2602.52225065,31082.381049249998
2022,12,Normandie,15-64 ans,4048.69486675,3833.6217921999996,33383.79762375
2022,12,Normandie,65 ans ou plus,4521.685983075,5839.276396475,9634.76246625
2022,12,Normandie,Tous âges,5073.7016559250005,4951.322862524999,28461.172578
2022,12,Nouvelle Aquitaine,00-04 ans,4636.880556274999,3399.653172985,11721.793889725
2022,12,Nouvelle Aquitaine,05-14 ans,5389.8486615,3093.597396875,24568.929585
2022,12,Nouvelle Aquitaine,15-64 ans,1998.5861856575,1702.2710999875,21134.089591
2022,12,Nouvelle Aquitaine,65 ans ou plus,1981.7206582625,2436.866476555,7444.566841
2022,12,Nouvelle Aquitaine,Tous âges,2625.4516904975,2288.41215203,18901.291751
2022,12,Occitanie,00-04 ans,3219.8875240999996,2987.855510025,10037.000691025
2022,12,Occitanie,05-14 ans,4035.9031812000003,1505.82889114,21131.705831
2022,12,Occitanie,15-64 ans,1558.52638896,1047.841257775,21138.7553305
2022,12,Occitanie,65 ans ou plus,1041.05754177,1223.3360955150001,7186.1123085
2022,12,Occitanie,Tous âges,1888.5223390325,1322.4259557149999,17553.310459250002
2022,12,Pays de la Loire,00-04 ans,8466.16767435,6553.499748675,15336.193475625
2022,12,Pays de la Loire,05-14 ans,8556.610622175,6873.006837275,28035.940317250002
2022,12,Pays de la Loire,15-64 ans,1954.8791608800002,1797.4913965525,23867.35726475
2022,12,Pays de la Loire,65 ans ou plus,2161.4784517425,3049.8957229975003,4549.5173536
2022,12,Pays de la Loire,Tous âges,3497.62874795,3112.1619403775003,19745.11804625
2022,12,Provence-Alpes-Côte d'Azur,00-04 ans,6477.414508399999,7172.910642700001,13857.484248675
2022,12,Provence-Alpes-Côte d'Azur,05-14 ans,8123.6684723,7219.1505371,25864.56052525
2022,12,Provence-Alpes-Côte d'Azur,15-64 ans,3338.3865131499997,2804.690390095,24374.02941375
2022,12,Provence-Alpes-Côte d'Azur,65 ans ou plus,2684.735878385,3494.8993318325,11745.422702799999
2022,12,Provence-Alpes-Côte d'Azur,Tous âges,4197.312719175,3808.63096905,21333.7916825
2022,12,Réunion,00-04 ans,851.6768374650001,0.0,
2022,12,Réunion,05-14 ans,1298.21183695,480.769230775,
2022,12,Réunion,15-64 ans,346.742150845,184.7493887525,
2022,12,Réunion,65 ans ou plus,460.54987012,459.6576078575,
2022,12,Réunion,Tous âges,553.8377910025,283.2615061775,
2022,12,Île-de-France,00-04 ans,7693.062317525,4646.20250195,14229.7859775
2022,12,Île-de-France,05-14 ans,8171.0776072,3879.1533016500002,24902.91584275
2022,12,Île-de-France,15-64 ans,5789.255701,3004.9864778749998,28954.23768325
2022,12,Île-de-France,65 ans ou plus,3626.675228125,4749.808552225,11697.658821050001
2022,12,Île-de-France,Tous âges,5985.437621375,4102.315345575,23944.945079999998
2023,1,Auvergne et Rhône-Alpes,00-04 ans,3970.39391598,2575.48540566,9436.29997754
2023,1,Auvergne et Rhône-Alpes,05-14 ans,2772.09620998,1991.80511694,18483.54718
2023,1,Auvergne et Rhône-Alpes,15-64 ans,1203.348188942,1023.40631835,14466.3006272
2023,1,Auvergne et Rhône-Alpes,65 ans ou plus,1220.159812354,1756.0722108599998,3966.9994860799998
2023,1,Auvergne et Rhône-Alpes,Tous âges,1653.1849261399998,1555.8640076,12722.837939000001
2023,1,Bourgogne et Franche-Comté,00-04 ans,1785.2719269399997,1548.0264608000002,7520.2264526
2023,1,Bourgogne et Franche-Comté,05-14 ans,2101.9202562,691.97569663,14116.829080000001
2023,1,Bourgogne et Franche-Comté,15-64 ans,1346.52690925,831.788581736,11243.47330586
2023,1,Bourgogne et Franche-Comté,65 ans ou plus,784.704994756,1034.315488808,3287.9491195399996
2023,1,Bourgogne et Franche-Comté,Tous âges,1337.95321684,989.4529136819999,10324.17677708
2023,1,Bretagne,00-04 ans,1550.514231538,1335.458007584,4027.80966196
2023,1,Bretagne,05-14 ans,911.7894830020001,679.9083269700001,8695.2933027
2023,1,Bretagne,15-64 ans,451.284587836,638.5610761380001,8219.63397674
2023,1,Bretagne,65 ans ou plus,529.0045977468001,661.94968979,1995.2504203800004
2023,1,Bretagne,Tous âges,621.797730244,690.911429728,6821.31658104
2023,1,Centre-Val de Loire,00-04 ans,2441.1885551,2334.4919271,2783.4408990800002
2023,1,Centre-Val de Loire,05-14 ans,2358.43612984,678.4441215899999,7715.55375376
2023,1,Centre-Val de Loire,15-64 ans,796.1766045460001,180.889104848,11030.032898239999
2023,1,Centre-Val de Loire,65 ans ou plus,419.7568504344,458.3398316422,4506.72260612
2023,1,Centre-Val de Loire,Tous âges,1098.743186824,507.764381394,8841.66758272
2023,1,Corse,00-04 ans,4396.85284416,1176.4705882399999,9527.91998814
2023,1,Corse,05-14 ans,3875.41884602,0.0,13645.9645456
2023,1,Corse,15-64 ans,2026.71460434,723.0861336739999,10199.8976922
2023,1,Corse,65 ans ou plus,648.214513466,885.548960802,3550.67246882
2023,1,Corse,Tous âges,2046.0788675600002,822.8729955819999,10320.92936308
2023,1,Grand Est,00-04 ans,2642.16705042,2519.42996374,6217.54228806
2023,1,Grand Est,05-14 ans,2575.8249074,1769.9322302799999,13239.8561324
2023,1,Grand Est,15-64 ans,975.3735356180001,464.78617890999993,11709.935626620001
2023,1,Grand Est,65 ans ou plus,974.2050903940001,1374.2158870360001,2777.2799006
2023,1,Grand Est,Tous âges,1357.288242694,1152.310343542,10181.22531154
2023,1,Guadeloupe,00-04 ans,1906.914203088,1406.0606060599998,
2023,1,Guadeloupe,05-14 ans,2251.56156158,3552.6315789400005,
2023,1,Guadeloupe,15-64 ans,860.4813207540001,450.216450216,
2023,1,Guadeloupe,65 ans ou plus,1296.275764504,1258.59413612,
2023,1,Guadeloupe,Tous âges,1399.841363634,1223.859362348,
2023,1,Guyane,00-04 ans,3626.3114197999994,3203.7768994400003,
2023,1,Guyane,05-14 ans,4891.84089704,2928.85154062,
2023,1,Guyane,15-64 ans,4796.3812718,2134.0975310000003,
2023,1,Guyane,65 ans ou plus,2677.6607649000002,3055.0284629999996,
2023,1,Guyane,Tous âges,4444.969639100001,2618.74041998,
2023,1,Hauts-de-France,00-04 ans,3490.78594434,2997.62507324,4402.30257162
2023,1,Hauts-de-France,05-14 ans,2201.08258258,1191.2493354399999,9097.9843434
2023,1,Hauts-de-France,15-64 ans,833.5524213619999,459.025056394,9407.10315616
2023,1,Hauts-de-France,65 ans ou plus,768.940951958,1007.1177089500001,2784.70248426
2023,1,Hauts-de-France,Tous âges,1270.0220671920001,928.051136368,8130.067954640001
2023,1,Martinique,00-04 ans,,,3486.6005911400002
2023,1,Martinique,05-14 ans,,,12289.20821762
2023,1,Martinique,15-64 ans,,,9650.08606334
2023,1,Martinique,65 ans ou plus,,,3265.72854086
2023,1,Martinique,Tous âges,,,7871.389870360001
2023,1,Mayotte,00-04 ans,224.48859973199995,526.3157894799999,
2023,1,Mayotte,05-14 ans,371.47482321800004,0.0,
2023,1,Mayotte,15-64 ans,915.162154938,689.8602438199999,
2023,1,Mayotte,65 ans ou plus,1250.0,0.0,
2023,1,Mayotte,Tous âges,648.276808118,511.67133520999994,
2023,1,Normandie,00-04 ans,1571.96137464,749.017979904,2912.87144726
2023,1,Normandie,05-14 ans,1549.568372058,1163.8814016219999,8300.0531553
2023,1,Normandie,15-64 ans,639.5168305459999,485.199584496,8231.28255654
2023,1,Normandie,65 ans ou plus,796.7451191545999,1004.4850531319998,2214.80461026
2023,1,Normandie,Tous âges,909.1412646160001,824.57719679,6862.64664004
2023,1,Nouvelle Aquitaine,00-04 ans,2484.6367255,1240.289615216,5818.86519968
2023,1,Nouvelle Aquitaine,05-14 ans,1728.65276346,694.803148656,12608.7670706
2023,1,Nouvelle Aquitaine,15-64 ans,678.28288109,642.284045084,11797.75355236
2023,1,Nouvelle Aquitaine,65 ans ou plus,757.390460954,948.5850560639999,3074.33503694
2023,1,Nouvelle Aquitaine,Tous âges,957.998969766,848.9814791639999,10116.11447472
2023,1,Occitanie,00-04 ans,2878.64167934,3296.130647162,7064.98876872
2023,1,Occitanie,05-14 ans,2277.6332652,1913.51793116,14878.7434942
2023,1,Occitanie,15-64 ans,892.907379418,548.724667892,13982.9347996
2023,1,Occitanie,65 ans ou plus,752.6734297639999,1125.8471173599999,4427.76289336
2023,1,Occitanie,Tous âges,1197.4568735560001,1098.5558253899999,12029.4641546
2023,1,Pays de la Loire,00-04 ans,2199.536135882,1997.4611898120002,8031.89729962
2023,1,Pays de la Loire,05-14 ans,1259.179149698,1488.3217543599999,12956.3703694
2023,1,Pays de la Loire,15-64 ans,546.648909378,478.3572412666,8854.12410292
2023,1,Pays de la Loire,65 ans ou plus,550.4183900914,862.6354458,1813.7268367880001
2023,1,Pays de la Loire,Tous âges,776.45479939,831.5206282839999,8099.82807738
2023,1,Provence-Alpes-Côte d'Azur,00-04 ans,4975.79311992,5858.51895882,14553.5778058
2023,1,Provence-Alpes-Côte d'Azur,05-14 ans,4225.30253732,4000.34152562,26116.7164292
2023,1,Provence-Alpes-Côte d'Azur,15-64 ans,1779.34187156,1584.531071014,23006.803091
2023,1,Provence-Alpes-Côte d'Azur,65 ans ou plus,1595.6015476839998,2113.9896460600003,8449.06441616
2023,1,Provence-Alpes-Côte d'Azur,Tous âges,2426.2096501,2299.47506342,20625.9073194
2023,1,Réunion,00-04 ans,418.185267558,441.47968466000003,
2023,1,Réunion,05-14 ans,1019.630998106,1209.8456404,
2023,1,Réunion,15-64 ans,228.3385571076,50.377833754,
2023,1,Réunion,65 ans ou plus,300.46004565600003,403.100593862,
2023,1,Réunion,Tous âges,344.44887502399996,287.233703474,
2023,1,Île-de-France,00-04 ans,2634.83884012,1111.648233684,5575.31570636
2023,1,Île-de-France,05-14 ans,1907.33391056,1070.3769440199999,9487.39735662
2023,1,Île-de-France,15-64 ans,1440.939107808,543.181147398,10221.36461168
2023,1,Île-de-France,65 ans ou plus,791.6432606320001,933.92176858,3138.0305377
2023,1,Île-de-France,Tous âges,1532.6902614599999,808.233726564,8481.93165726
2023,2,Auvergne et Rhône-Alpes,00-04 ans,4331.6974136,3751.42943345,8553.888036775
2023,2,Auvergne et Rhône-Alpes,05-14 ans,3096.746837175,2200.11953345,17208.869127500002
2023,2,Auvergne et Rhône-Alpes,15-64 ans,1336.4841605775,1000.2125790350001,15913.8491245
2023,2,Auvergne et Rhône-Alpes,65 ans ou plus,1196.2693702625,1586.6313749275,3938.77999055
2023,2,Auvergne et Rhône-Alpes,Tous âges,1792.547991325,1530.1690922075,13149.153353
2023,2,Bourgogne et Franche-Comté,00-04 ans,2353.3490573999998,2792.640923525,6451.54149855
2023,2,Bourgogne et Franche-Comté,05-14 ans,2639.2192886,1946.5631079749999,14440.819841
2023,2,Bourgogne et Franche-Comté,15-64 ans,1520.664480675,634.030408455,13491.61658075
2023,2,Bourgogne et Franche-Comté,65 ans ou plus,875.80928356,1210.663112405,3790.998766975
2023,2,Bourgogne et Franche-Comté,Tous âges,1551.226354125,1124.97091485,11596.9178025
2023,2,Bretagne,00-04 ans,2249.0565963500003,1416.39345666,4999.376652475
2023,2,Bretagne,05-14 ans,2337.7299036,793.65079365,14298.63645025
2023,2,Bretagne,15-64 ans,622.8811031175001,355.7398099825,11953.637665
2023,2,Bretagne,65 ans ou plus,183.863363598,214.36730502249998,2149.0751013500003
2023,2,Bretagne,Tous âges,816.895080075,333.3640417125,9829.309563825
2023,2,Centre-Val de Loire,00-04 ans,2103.7153614999997,1219.6621768799998,1396.2130403249998
2023,2,Centre-Val de Loire,05-14 ans,3092.5157888000003,187.9699248125,7193.682615199999
2023,2,Centre-Val de Loire,15-64 ans,675.3858984925,192.306774355,8531.934754475
2023,2,Centre-Val de Loire,65 ans ou plus,76.17915313475001,57.48252709575,2040.927605075
2023,2,Centre-Val de Loire,Tous âges,977.6045377925001,196.51705555075,6943.4835808
2023,2,Corse,00-04 ans,4116.389145875,3229.1666666749998,9591.235263300001
2023,2,Corse,05-14 ans,7401.1497522750005,8143.520566224999,17914.45933525
2023,2,Corse,15-64 ans,2528.319204975,1178.3411646625,12820.55945345
2023,2,Corse,65 ans ou plus,846.7513216825,698.6234316425,4185.875044775
2023,2,Corse,Tous âges,2682.849080075,1269.55714984,12726.435117875
2023,2,Grand Est,00-04 ans,3173.86793365,2938.421938425,5558.275689
2023,2,Grand Est,05-14 ans,3426.797670075,3012.352828425,12712.909052250001
2023,2,Grand Est,15-64 ans,1297.959487075,908.4796692900001,13123.92267075
2023,2,Grand Est,65 ans ou plus,747.963602905,1036.2408344925,2849.8731776
2023,2,Grand Est,Tous âges,1611.9296428975,1216.1856616575,10740.69394175
2023,2,Guadeloupe,00-04 ans,1562.9477213025002,4953.7037037499995,
2023,2,Guadeloupe,05-14 ans,2402.8659703,4503.6764705000005,
2023,2,Guadeloupe,15-64 ans,1148.501735935,1456.3918945750002,
2023,2,Guadeloupe,65 ans ou plus,528.881466025,443.728893425,
2023,2,Guadeloupe,Tous âges,1302.8189446249999,1574.74566718,
2023,2,Guyane,00-04 ans,4163.5836197,961.53846155,
2023,2,Guyane,05-14 ans,3317.038005125,2475.8454106500003,
2023,2,Guyane,15-64 ans,1994.107257275,190.8396946575,
2023,2,Guyane,65 ans ou plus,1507.7710638075,1389.96138995,
2023,2,Guyane,Tous âges,2466.9155689,691.64388244,
2023,2,Hauts-de-France,00-04 ans,1862.85112015,2007.014511375,2049.1749104250002
2023,2,Hauts-de-France,05-14 ans,2064.7122663,2519.9785425,5732.20292895
2023,2,Hauts-de-France,15-64 ans,532.5223716524999,161.294372245,6956.5318388
2023,2,Hauts-de-France,65 ans ou plus,276.5852247625,277.9863309625,1753.55056842
2023,2,Hauts-de-France,Tous âges,803.62687542,467.21628740750003,5598.06945485
2023,2,Martinique,00-04 ans,,,3592.1072974649996
2023,2,Martinique,05-14 ans,,,8503.82242975
2023,2,Martinique,15-64 ans,,,11649.4291509
2023,2,Martinique,65 ans ou plus,,,3092.886442125
2023,2,Martinique,Tous âges,,,8547.898704725001
2023,2,Mayotte,00-04 ans,481.512535675,829.221491225,
2023,2,Mayotte,05-14 ans,343.0451127825,0.0,
2023,2,Mayotte,15-64 ans,673.0019598475,367.647058825,
2023,2,Mayotte,65 ans ou plus,1573.5815602999999,3571.4285715,
2023,2,Mayotte,Tous âges,621.896876955,783.79912867,
2023,2,Normandie,00-04 ans,2190.959484625,877.8906387025,2055.8052404
2023,2,Normandie,05-14 ans,2303.116770675,724.7717740075,7791.49237365
