annee,mois,Région,Classe d'âge,Taux de passages aux urgences pour grippe,Taux d'hospitalisations après passages aux urgences pour grippe,Taux d'actes médicaux SOS médecins pour grippe
2021,4,Provence-Alpes-Côte d'Azur,15-64 ans,19.37585583205,19.5848021935,745.81705514
2021,4,Provence-Alpes-Côte d'Azur,65 ans ou plus,12.015379686,15.45117428925,287.9549229035
2021,4,Provence-Alpes-Côte d'Azur,Tous âges,15.746219915625,15.878056526,580.4555679975
2021,4,Réunion,00-04 ans,355.227863075,0.0,
2021,4,Réunion,05-14 ans,0.0,0.0,
2021,4,Réunion,15-64 ans,41.242233954,0.0,
2021,4,Réunion,65 ans ou plus,83.16143411,0.0,
2021,4,Réunion,Tous âges,91.23603470825,0.0,
2021,4,Île-de-France,00-04 ans,15.924534472000001,0.0,176.21034311875
2021,4,Île-de-France,05-14 ans,47.435463094250004,0.0,574.38555662
2021,4,Île-de-France,15-64 ans,109.314738066,25.80233913775,323.59582894
2021,4,Île-de-France,65 ans ou plus,19.6304855735,13.3020960495,167.27304317175
2021,4,Île-de-France,Tous âges,74.797754293,17.14374591675,299.969807415
2021,5,Auvergne et Rhône-Alpes,00-04 ans,33.088989398399995,0.0,147.563445884
2021,5,Auvergne et Rhône-Alpes,05-14 ans,33.8571303058,0.0,224.238430862
2021,5,Auvergne et Rhône-Alpes,15-64 ans,35.1732113523,14.8906669266,360.97450924199995
2021,5,Auvergne et Rhône-Alpes,65 ans ou plus,17.5489531098,27.9723331942,133.1294252496
2021,5,Auvergne et Rhône-Alpes,Tous âges,30.902244762199995,19.837436213799997,272.179598928
2021,5,Bourgogne et Franche-Comté,00-04 ans,25.44529262,0.0,0.0
2021,5,Bourgogne et Franche-Comté,05-14 ans,26.508626930200002,0.0,0.0
2021,5,Bourgogne et Franche-Comté,15-64 ans,54.8536494672,29.873039582,132.93740645
2021,5,Bourgogne et Franche-Comté,65 ans ou plus,30.6230116168,21.3219676788,63.29113923999999
2021,5,Bourgogne et Franche-Comté,Tous âges,42.2488686794,22.411050323999998,84.98725525820001
2021,5,Bretagne,00-04 ans,15.5279503106,0.0,167.080560872
2021,5,Bretagne,05-14 ans,17.0575692964,0.0,418.43466243599994
2021,5,Bretagne,15-64 ans,16.992783068,13.7931034482,302.899311576
2021,5,Bretagne,65 ans ou plus,10.2367525746,10.5764145954,35.273368606000005
2021,5,Bretagne,Tous âges,15.352388525200002,11.1399681014,241.467893668
2021,5,Centre-Val de Loire,00-04 ans,17.8890876566,0.0,0.0
2021,5,Centre-Val de Loire,05-14 ans,28.386905827199996,0.0,0.0
2021,5,Centre-Val de Loire,15-64 ans,49.1318050308,0.0,125.67419614
2021,5,Centre-Val de Loire,65 ans ou plus,7.059654077,20.263424518,0.0
2021,5,Centre-Val de Loire,Tous âges,33.438762239979994,10.8813928182,81.7299592598
2021,5,Corse,00-04 ans,0.0,0.0,0.0
2021,5,Corse,05-14 ans,0.0,0.0,0.0
2021,5,Corse,15-64 ans,0.0,0.0,158.012796636
2021,5,Corse,65 ans ou plus,0.0,0.0,0.0
2021,5,Corse,Tous âges,0.0,0.0,92.49782673
2021,5,Grand Est,00-04 ans,0.0,0.0,45.371724791999995
2021,5,Grand Est,05-14 ans,43.238061251,0.0,31.347962382
2021,5,Grand Est,15-64 ans,37.890788235399995,19.057077714,157.67482592800002
2021,5,Grand Est,65 ans ou plus,7.068732022800001,0.0,23.781212842
2021,5,Grand Est,Tous âges,27.681492031020003,7.2620565738,101.92591817899999
2021,5,Guadeloupe,00-04 ans,0.0,0.0,
2021,5,Guadeloupe,05-14 ans,0.0,0.0,
2021,5,Guadeloupe,15-64 ans,30.959752322000003,0.0,
2021,5,Guadeloupe,65 ans ou plus,0.0,0.0,
2021,5,Guadeloupe,Tous âges,17.652250662,0.0,
2021,5,Guyane,00-04 ans,143.667584684,0.0,
2021,5,Guyane,05-14 ans,0.0,0.0,
2021,5,Guyane,15-64 ans,211.857306488,0.0,
2021,5,Guyane,65 ans ou plus,0.0,0.0,
2021,5,Guyane,Tous âges,163.19260327,0.0,
2021,5,Hauts-de-France,00-04 ans,22.727292596399998,0.0,44.86841113
2021,5,Hauts-de-France,05-14 ans,23.3546980742,0.0,44.776812898399996
2021,5,Hauts-de-France,15-64 ans,28.877071613800002,9.4161958568,258.93330865400003
2021,5,Hauts-de-France,65 ans ou plus,14.965683776599999,9.9700897308,69.5846684
2021,5,Hauts-de-France,Tous âges,24.6631767524,8.5386102582,169.86572520340002
2021,5,Martinique,00-04 ans,,,0.0
2021,5,Martinique,05-14 ans,,,0.0
2021,5,Martinique,15-64 ans,,,0.0
2021,5,Martinique,65 ans ou plus,,,0.0
2021,5,Martinique,Tous âges,,,0.0
2021,5,Mayotte,00-04 ans,0.0,0.0,
2021,5,Mayotte,05-14 ans,0.0,0.0,
2021,5,Mayotte,15-64 ans,87.174457884,0.0,
2021,5,Mayotte,65 ans ou plus,0.0,0.0,
2021,5,Mayotte,Tous âges,46.978662364,0.0,
2021,5,Normandie,00-04 ans,39.150294478199996,0.0,25.41296061
2021,5,Normandie,05-14 ans,62.966421699,0.0,0.0
2021,5,Normandie,15-64 ans,37.405838586,15.961691939400001,281.763218422
2021,5,Normandie,65 ans ou plus,25.2201026804,26.104003082000002,34.013605442
2021,5,Normandie,Tous âges,37.9339571208,19.3165870032,168.2970772816
2021,5,Nouvelle Aquitaine,00-04 ans,177.286189571,232.284507572,55.21198972980001
2021,5,Nouvelle Aquitaine,05-14 ans,33.270934536,0.0,454.28081342800004
2021,5,Nouvelle Aquitaine,15-64 ans,31.320420408,20.8872494084,591.951777686
2021,5,Nouvelle Aquitaine,65 ans ou plus,5.304336295000001,10.7123727906,95.6285904912
2021,5,Nouvelle Aquitaine,Tous âges,35.7946476586,24.737435964,401.584867148
2021,5,Occitanie,00-04 ans,21.276595743999998,0.0,466.22641616399994
2021,5,Occitanie,05-14 ans,5.220569042,77.519379844,349.185819702
2021,5,Occitanie,15-64 ans,10.8309332397,0.0,420.045137986
2021,5,Occitanie,65 ans ou plus,10.6952636284,13.278636632600001,76.965081614
2021,5,Occitanie,Tous âges,11.08545289882,9.797537008,361.0974382064
2021,5,Pays de la Loire,00-04 ans,0.0,0.0,36.697247706
2021,5,Pays de la Loire,05-14 ans,0.0,0.0,117.994100294
2021,5,Pays de la Loire,15-64 ans,18.743027363,0.0,172.7332732942
2021,5,Pays de la Loire,65 ans ou plus,0.0,0.0,77.152477152
2021,5,Pays de la Loire,Tous âges,9.95658288442,0.0,122.798615369
2021,5,Provence-Alpes-Côte d'Azur,00-04 ans,6.724949562800001,50.890585242,316.018999136
2021,5,Provence-Alpes-Côte d'Azur,05-14 ans,7.4404761904,0.0,544.87771485
2021,5,Provence-Alpes-Côte d'Azur,15-64 ans,25.749078482999998,6.7001675042,484.604076408
2021,5,Provence-Alpes-Côte d'Azur,65 ans ou plus,3.0703101014,6.468305304,284.55233101600004
2021,5,Provence-Alpes-Côte d'Azur,Tous âges,16.13929888944,8.9432638438,416.939683124
2021,5,Réunion,00-04 ans,240.965678466,0.0,
2021,5,Réunion,05-14 ans,125.14787981999999,0.0,
2021,5,Réunion,15-64 ans,57.094196259,0.0,
2021,5,Réunion,65 ans ou plus,32.573289902,0.0,
2021,5,Réunion,Tous âges,82.65293249599999,0.0,
2021,5,Île-de-France,00-04 ans,14.8434924132,0.0,262.094932178
2021,5,Île-de-France,05-14 ans,22.479938497200003,0.0,223.30395424
2021,5,Île-de-France,15-64 ans,65.91444009,40.4176957446,362.488726504
2021,5,Île-de-France,65 ans ou plus,16.1068752282,11.405124302199999,133.06182212599998
2021,5,Île-de-France,Tous âges,45.7369857556,21.9873256892,301.712641502
2021,6,Auvergne et Rhône-Alpes,00-04 ans,23.588792578,0.0,53.5331905775
2021,6,Auvergne et Rhône-Alpes,05-14 ans,24.872829628749997,0.0,230.9424537425
2021,6,Auvergne et Rhône-Alpes,15-64 ans,16.039231719875,0.0,296.97684993
2021,6,Auvergne et Rhône-Alpes,65 ans ou plus,0.0,0.0,37.870358049000004
2021,6,Auvergne et Rhône-Alpes,Tous âges,14.392870835675001,0.0,205.224633035
2021,6,Bourgogne et Franche-Comté,00-04 ans,15.3846153845,0.0,0.0
2021,6,Bourgogne et Franche-Comté,05-14 ans,0.0,0.0,0.0
2021,6,Bourgogne et Franche-Comté,15-64 ans,57.20657346825,0.0,183.2492591125
2021,6,Bourgogne et Franche-Comté,65 ans ou plus,6.130456106,0.0,0.0
2021,6,Bourgogne et Franche-Comté,Tous âges,33.846428883,0.0,103.65557556825
2021,6,Bretagne,00-04 ans,0.0,0.0,136.22693878
2021,6,Bretagne,05-14 ans,0.0,0.0,77.1604938275
2021,6,Bretagne,15-64 ans,11.550374263750001,34.67964899625,178.6942549025
2021,6,Bretagne,65 ans ou plus,17.635727754999998,12.56913021625,42.735042735
2021,6,Bretagne,Tous âges,10.542228533774999,19.7399746605,134.599816478
2021,6,Centre-Val de Loire,00-04 ans,36.8861364625,0.0,0.0
2021,6,Centre-Val de Loire,05-14 ans,44.77439385775,0.0,147.29105928
2021,6,Centre-Val de Loire,15-64 ans,49.2162745095,0.0,58.87011982125
2021,6,Centre-Val de Loire,65 ans ou plus,0.0,0.0,0.0
2021,6,Centre-Val de Loire,Tous âges,36.043406102999995,0.0,56.0348197245
2021,6,Corse,00-04 ans,153.37423313,0.0,0.0
2021,6,Corse,05-14 ans,0.0,0.0,0.0
2021,6,Corse,15-64 ans,32.9815303425,0.0,0.0
2021,6,Corse,65 ans ou plus,0.0,0.0,0.0
2021,6,Corse,Tous âges,32.2333226535,0.0,0.0
2021,6,Grand Est,00-04 ans,0.0,0.0,46.682350891
2021,6,Grand Est,05-14 ans,0.0,0.0,124.53961408250001
2021,6,Grand Est,15-64 ans,25.945346841499997,21.958717611,167.94359427400002
2021,6,Grand Est,65 ans ou plus,4.0309577555,0.0,33.55704698
2021,6,Grand Est,Tous âges,14.90615618975,8.63557858375,118.1647902145
2021,6,Guadeloupe,00-04 ans,0.0,0.0,
2021,6,Guadeloupe,05-14 ans,0.0,0.0,
2021,6,Guadeloupe,15-64 ans,54.66428783,0.0,
2021,6,Guadeloupe,65 ans ou plus,74.404761905,0.0,
2021,6,Guadeloupe,Tous âges,46.7554291415,0.0,
2021,6,Guyane,00-04 ans,369.6656258125,0.0,
2021,6,Guyane,05-14 ans,144.50867052,0.0,
2021,6,Guyane,15-64 ans,256.5161739005,0.0,
2021,6,Guyane,65 ans ou plus,0.0,0.0,
2021,6,Guyane,Tous âges,242.34712161250002,0.0,
2021,6,Hauts-de-France,00-04 ans,8.2236842105,0.0,74.63967055500001
2021,6,Hauts-de-France,05-14 ans,24.58353414325,0.0,123.8848337375
2021,6,Hauts-de-France,15-64 ans,23.4330880095,11.950286807,177.8788882425
2021,6,Hauts-de-France,65 ans ou plus,4.48350071725,11.5366866635,43.5540069675
2021,6,Hauts-de-France,Tous âges,18.481241179999998,10.21241830075,151.189080335
2021,6,Martinique,00-04 ans,,,0.0
2021,6,Martinique,05-14 ans,,,316.4556962
2021,6,Martinique,15-64 ans,,,67.7506775075
2021,6,Martinique,65 ans ou plus,,,0.0
2021,6,Martinique,Tous âges,,,68.6814482725
2021,6,Mayotte,00-04 ans,0.0,0.0,
2021,6,Mayotte,05-14 ans,213.675213675,0.0,
2021,6,Mayotte,15-64 ans,60.975609755,0.0,
2021,6,Mayotte,65 ans ou plus,0.0,0.0,
2021,6,Mayotte,Tous âges,63.6132315525,0.0,
2021,6,Normandie,00-04 ans,26.38135472725,0.0,0.0
2021,6,Normandie,05-14 ans,29.98180467325,0.0,93.6329588025
2021,6,Normandie,15-64 ans,35.36844463175,0.0,228.05705893249998
2021,6,Normandie,65 ans ou plus,12.481278083,33.990482665,94.6969696975
2021,6,Normandie,Tous âges,28.952829093250003,16.57824933675,150.65704531775
2021,6,Nouvelle Aquitaine,00-04 ans,191.058985207,125.3132832075,83.73347376000001
2021,6,Nouvelle Aquitaine,05-14 ans,31.51908892075,0.0,339.35146103
2021,6,Nouvelle Aquitaine,15-64 ans,31.056219304,8.45451471075,486.369418745
2021,6,Nouvelle Aquitaine,65 ans ou plus,6.2629636802499995,0.0,62.749876527
2021,6,Nouvelle Aquitaine,Tous âges,38.553317077,10.27047797125,325.6622593225
2021,6,Occitanie,00-04 ans,41.0079280945,0.0,43.252595155
2021,6,Occitanie,05-14 ans,21.74464363675,0.0,332.427426895
2021,6,Occitanie,15-64 ans,17.914475861725002,19.83700762575,308.66254704
2021,6,Occitanie,65 ans ou plus,6.42454897825,8.45737483075,0.0
2021,6,Occitanie,Tous âges,17.75211816675,12.4340366355,213.91137022750002
2021,6,Pays de la Loire,00-04 ans,0.0,0.0,0.0
2021,6,Pays de la Loire,05-14 ans,0.0,0.0,0.0
2021,6,Pays de la Loire,15-64 ans,11.832937024,0.0,155.61178212250002
2021,6,Pays de la Loire,65 ans ou plus,6.605019815,0.0,0.0
2021,6,Pays de la Loire,Tous âges,8.093003293375,0.0,86.44412399125
2021,6,Provence-Alpes-Côte d'Azur,00-04 ans,0.0,0.0,416.28960205249996
2021,6,Provence-Alpes-Côte d'Azur,05-14 ans,7.76880049725,0.0,569.855973085
2021,6,Provence-Alpes-Côte d'Azur,15-64 ans,10.367597718,18.138992655,446.2635308275
2021,6,Provence-Alpes-Côte d'Azur,65 ans ou plus,0.0,0.0,222.1335355275
2021,6,Provence-Alpes-Côte d'Azur,Tous âges,6.481669123025,7.52050053275,403.2909167475
2021,6,Réunion,00-04 ans,659.446793125,705.759757475,
2021,6,Réunion,05-14 ans,213.3994220575,0.0,
2021,6,Réunion,15-64 ans,117.32456097525,0.0,
2021,6,Réunion,65 ans ou plus,36.496350365,73.099415205,
2021,6,Réunion,Tous âges,188.635557725,109.5507151675,
2021,6,Île-de-France,00-04 ans,6.223262612,0.0,130.7696854345
2021,6,Île-de-France,05-14 ans,2.97406614325,0.0,183.5053259105
2021,6,Île-de-France,15-64 ans,68.25093506975,28.82041705575,280.371334655
2021,6,Île-de-France,65 ans ou plus,20.01791790275,15.44630309425,134.5720713025
2021,6,Île-de-France,Tous âges,43.90644151425,18.8372683675,213.0651216725
2021,7,Auvergne et Rhône-Alpes,00-04 ans,36.347158498,58.96226415,245.7238242625
2021,7,Auvergne et Rhône-Alpes,05-14 ans,26.84160315975,0.0,409.93023556
2021,7,Auvergne et Rhône-Alpes,15-64 ans,42.411046705749996,0.0,422.49648676749996
2021,7,Auvergne et Rhône-Alpes,65 ans ou plus,0.0,0.0,94.2505605325
2021,7,Auvergne et Rhône-Alpes,Tous âges,31.03573244175,3.52559582575,330.30588383500003
2021,7,Bourgogne et Franche-Comté,00-04 ans,28.7026406425,0.0,0.0
2021,7,Bourgogne et Franche-Comté,05-14 ans,16.85772083625,0.0,0.0
2021,7,Bourgogne et Franche-Comté,15-64 ans,90.87110783225,0.0,123.75779691
2021,7,Bourgogne et Franche-Comté,65 ans ou plus,0.0,0.0,0.0
2021,7,Bourgogne et Franche-Comté,Tous âges,53.63068750025,0.0,73.89484550925
2021,7,Bretagne,00-04 ans,0.0,0.0,0.0
2021,7,Bretagne,05-14 ans,0.0,0.0,0.0
2021,7,Bretagne,15-64 ans,24.089408398,0.0,218.248845803
2021,7,Bretagne,65 ans ou plus,11.6986429575,0.0,36.656891495
2021,7,Bretagne,Tous âges,16.15524828825,0.0,133.74330729675
2021,7,Centre-Val de Loire,00-04 ans,0.0,0.0,0.0
2021,7,Centre-Val de Loire,05-14 ans,41.8060200675,0.0,0.0
2021,7,Centre-Val de Loire,15-64 ans,99.1301682755,36.2318840575,44.5136059815
2021,7,Centre-Val de Loire,65 ans ou plus,8.09323405625,0.0,78.125
2021,7,Centre-Val de Loire,Tous âges,59.4546665305,12.7097102185,37.941345336750004
2021,7,Corse,00-04 ans,0.0,0.0,0.0
2021,7,Corse,05-14 ans,0.0,0.0,0.0
2021,7,Corse,15-64 ans,65.94569409249999,0.0,45.2079566
2021,7,Corse,65 ans ou plus,0.0,0.0,0.0
2021,7,Corse,Tous âges,41.26840840725,0.0,27.6243093925
2021,7,Grand Est,00-04 ans,26.70792822375,0.0,151.6116557535
2021,7,Grand Est,05-14 ans,19.7982556575,0.0,194.47499451750002
2021,7,Grand Est,15-64 ans,44.244085400749995,35.5198194385,308.11639281
2021,7,Grand Est,65 ans ou plus,12.359594131,0.0,35.0140056025
2021,7,Grand Est,Tous âges,32.331888778999996,13.858620241499999,224.1858343175
2021,7,Guadeloupe,00-04 ans,0.0,0.0,
2021,7,Guadeloupe,05-14 ans,0.0,0.0,
2021,7,Guadeloupe,15-64 ans,25.5362614925,0.0,
2021,7,Guadeloupe,65 ans ou plus,76.219512195,0.0,
2021,7,Guadeloupe,Tous âges,29.988299352749998,0.0,
2021,7,Guyane,00-04 ans,176.8940989875,1190.476190475,
2021,7,Guyane,05-14 ans,0.0,0.0,
2021,7,Guyane,15-64 ans,66.52951228250001,0.0,
2021,7,Guyane,65 ans ou plus,168.91891892,0.0,
2021,7,Guyane,Tous âges,86.7057539085,103.734439835,
2021,7,Hauts-de-France,00-04 ans,8.0827675395,0.0,13.27668613925
2021,7,Hauts-de-France,05-14 ans,55.073595010249996,0.0,82.205275613
2021,7,Hauts-de-France,15-64 ans,50.633141687999995,0.0,251.3805001875
2021,7,Hauts-de-France,65 ans ou plus,0.0,0.0,39.556962025
2021,7,Hauts-de-France,Tous âges,36.4348187,0.0,164.14650077250002
2021,7,Martinique,00-04 ans,,,0.0
2021,7,Martinique,05-14 ans,,,0.0
2021,7,Martinique,15-64 ans,,,112.8602111125
2021,7,Martinique,65 ans ou plus,,,0.0
2021,7,Martinique,Tous âges,,,59.723362525
2021,7,Mayotte,00-04 ans,0.0,0.0,
2021,7,Mayotte,05-14 ans,0.0,0.0,
2021,7,Mayotte,15-64 ans,0.0,0.0,
2021,7,Mayotte,65 ans ou plus,0.0,0.0,
2021,7,Mayotte,Tous âges,0.0,0.0,
2021,7,Normandie,00-04 ans,24.13127413125,0.0,0.0
2021,7,Normandie,05-14 ans,13.81215469625,0.0,0.0
2021,7,Normandie,15-64 ans,63.68908229275,0.0,319.24613178000004
2021,7,Normandie,65 ans ou plus,12.35379486675,17.85714285725,0.0
2021,7,Normandie,Tous âges,42.739850439,8.7260034905,190.2742504325
2021,7,Nouvelle Aquitaine,00-04 ans,296.6775979325,273.30679056500003,60.15564819275
2021,7,Nouvelle Aquitaine,05-14 ans,24.37000668075,0.0,580.6218417
2021,7,Nouvelle Aquitaine,15-64 ans,32.0086210025,0.0,927.40856519
2021,7,Nouvelle Aquitaine,65 ans ou plus,2.929458636,6.42838776025,153.0252254415
2021,7,Nouvelle Aquitaine,Tous âges,47.350345067,17.449288769,623.1124076875
2021,7,Occitanie,00-04 ans,23.32752055275,0.0,504.1670697475
2021,7,Occitanie,05-14 ans,7.86410821025,0.0,749.2022561025
2021,7,Occitanie,15-64 ans,60.3953391365,40.92777116475,812.234636535
2021,7,Occitanie,65 ans ou plus,3.1462371005,0.0,272.8660665325
2021,7,Occitanie,Tous âges,38.33715232275,16.920124289500002,669.06647563
2021,7,Pays de la Loire,00-04 ans,0.0,0.0,36.98224852
2021,7,Pays de la Loire,05-14 ans,0.0,0.0,211.86440678
2021,7,Pays de la Loire,15-64 ans,14.9924492,0.0,175.61115118425
2021,7,Pays de la Loire,65 ans ou plus,0.0,0.0,30.674846625
2021,7,Pays de la Loire,Tous âges,8.221871659025,0.0,124.3150068365
2021,7,Provence-Alpes-Côte d'Azur,00-04 ans,13.6734656035,0.0,361.5078822575
2021,7,Provence-Alpes-Côte d'Azur,05-14 ans,15.531769594499998,0.0,380.0988374675
2021,7,Provence-Alpes-Côte d'Azur,15-64 ans,44.150369137750005,33.117683871,878.661364445
2021,7,Provence-Alpes-Côte d'Azur,65 ans ou plus,9.950908849500001,7.771215418,291.11496033000003
2021,7,Provence-Alpes-Côte d'Azur,Tous âges,30.423865476750002,17.779109332,620.3787804675001
2021,7,Réunion,00-04 ans,300.3566117925,0.0,
2021,7,Réunion,05-14 ans,157.2327044025,0.0,
2021,7,Réunion,15-64 ans,136.631872074,127.226463105,
2021,7,Réunion,65 ans ou plus,0.0,0.0,
2021,7,Réunion,Tous âges,133.836175038,64.43298969,
2021,7,Île-de-France,00-04 ans,10.016130834750001,0.0,162.7651445005
2021,7,Île-de-France,05-14 ans,41.486714692250004,0.0,159.0758856675
2021,7,Île-de-France,15-64 ans,132.94801273125,39.01751752725,430.00739032
2021,7,Île-de-France,65 ans ou plus,31.8798673025,0.0,78.57434614425
2021,7,Île-de-France,Tous âges,90.9830779385,17.15738724375,299.692316505
2021,8,Auvergne et Rhône-Alpes,00-04 ans,37.28550894839999,64.935064936,153.518922138
2021,8,Auvergne et Rhône-Alpes,05-14 ans,45.6409772286,0.0,202.707986966
2021,8,Auvergne et Rhône-Alpes,15-64 ans,46.788491336999996,7.6775431862,273.826918102
2021,8,Auvergne et Rhône-Alpes,65 ans ou plus,10.6116999942,5.6022408964,28.695302144200003
2021,8,Auvergne et Rhône-Alpes,Tous âges,37.3905805896,8.652568048400001,207.029091698
2021,8,Bourgogne et Franche-Comté,00-04 ans,17.421602787399998,0.0,0.0
2021,8,Bourgogne et Franche-Comté,05-14 ans,13.7931034482,0.0,0.0
2021,8,Bourgogne et Franche-Comté,15-64 ans,105.01555950480001,31.4535587094,135.5616098224
2021,8,Bourgogne et Franche-Comté,65 ans ou plus,27.848829280400004,20.8714156352,0.0
2021,8,Bourgogne et Franche-Comté,Tous âges,68.7751711016,22.9763566142,87.9545402422
2021,8,Bretagne,00-04 ans,0.0,0.0,52.770448548000005
2021,8,Bretagne,05-14 ans,0.0,0.0,169.491525424
2021,8,Bretagne,15-64 ans,22.4213412308,14.005602240799998,319.96123692000003
2021,8,Bretagne,65 ans ou plus,18.3018505478,30.0756072862,138.41074578
2021,8,Bretagne,Tous âges,17.39879499554,21.7336555598,246.59793483200002
2021,8,Centre-Val de Loire,00-04 ans,80.3084592616,0.0,0.0
2021,8,Centre-Val de Loire,05-14 ans,0.0,0.0,0.0
2021,8,Centre-Val de Loire,15-64 ans,71.06950974700001,29.455081001999996,42.142029683
2021,8,Centre-Val de Loire,65 ans ou plus,6.430868167200001,0.0,0.0
2021,8,Centre-Val de Loire,Tous âges,47.842064459279996,10.7353730542,30.8134075042
2021,8,Corse,00-04 ans,109.289617486,0.0,0.0
2021,8,Corse,05-14 ans,0.0,0.0,0.0
2021,8,Corse,15-64 ans,45.81579399580001,0.0,0.0
2021,8,Corse,65 ans ou plus,33.112582782,0.0,0.0
2021,8,Corse,Tous âges,43.41864822,0.0,0.0
2021,8,Grand Est,00-04 ans,45.5790395744,0.0,34.904013962
2021,8,Grand Est,05-14 ans,53.680767104999994,0.0,0.0
2021,8,Grand Est,15-64 ans,37.6066406416,0.0,264.670911218
2021,8,Grand Est,65 ans ou plus,6.6428656386,14.700004321,48.019207684
2021,8,Grand Est,Tous âges,32.0376518192,7.574444819600001,174.91943837419998
2021,8,Guadeloupe,00-04 ans,0.0,0.0,
2021,8,Guadeloupe,05-14 ans,0.0,0.0,
2021,8,Guadeloupe,15-64 ans,44.46927319,0.0,
2021,8,Guadeloupe,65 ans ou plus,0.0,0.0,
2021,8,Guadeloupe,Tous âges,23.8274320586,0.0,
2021,8,Guyane,00-04 ans,212.45033112599998,0.0,
2021,8,Guyane,05-14 ans,0.0,0.0,
2021,8,Guyane,15-64 ans,79.45968615780001,0.0,
2021,8,Guyane,65 ans ou plus,0.0,0.0,
2021,8,Guyane,Tous âges,89.5760972496,0.0,
2021,8,Hauts-de-France,00-04 ans,18.134445109,0.0,21.574973032
2021,8,Hauts-de-France,05-14 ans,41.0061117308,0.0,133.920482564
2021,8,Hauts-de-France,15-64 ans,51.38721960099999,10.8108108108,250.16662199800004
2021,8,Hauts-de-France,65 ans ou plus,7.5018754688,0.0,48.750001856
2021,8,Hauts-de-France,Tous âges,37.9221256982,4.7778308648,193.68888856799998
2021,8,Martinique,00-04 ans,,,0.0
2021,8,Martinique,05-14 ans,,,0.0
2021,8,Martinique,15-64 ans,,,0.0
2021,8,Martinique,65 ans ou plus,,,0.0
2021,8,Martinique,Tous âges,,,0.0
2021,8,Mayotte,00-04 ans,80.32128514,487.80487804000006,
2021,8,Mayotte,05-14 ans,0.0,0.0,
2021,8,Mayotte,15-64 ans,0.0,0.0,
2021,8,Mayotte,65 ans ou plus,0.0,0.0,
2021,8,Mayotte,Tous âges,23.952095808000003,217.39130433999998,
2021,8,Normandie,00-04 ans,0.0,0.0,46.296296296
2021,8,Normandie,05-14 ans,125.21081272199999,0.0,121.799744164
2021,8,Normandie,15-64 ans,67.1957208546,16.8208578638,251.766538288
2021,8,Normandie,65 ans ou plus,0.0,0.0,0.0
2021,8,Normandie,Tous âges,50.6631748576,6.9444444444,182.607645206
2021,8,Nouvelle Aquitaine,00-04 ans,182.62258321619998,170.52154194999997,83.6192981918
2021,8,Nouvelle Aquitaine,05-14 ans,28.948971585600002,0.0,486.3856022819999
2021,8,Nouvelle Aquitaine,15-64 ans,38.3100318856,6.809669731,746.98546784
2021,8,Nouvelle Aquitaine,65 ans ou plus,7.5009274044000005,5.6290458768,156.15675002
2021,8,Nouvelle Aquitaine,Tous âges,39.2821755326,11.3675011122,544.1407874160001
2021,8,Occitanie,00-04 ans,0.0,0.0,162.70800301599996
2021,8,Occitanie,05-14 ans,20.5935064062,0.0,204.36654583
2021,8,Occitanie,15-64 ans,28.78875128936,23.8755758052,318.59438667160003
2021,8,Occitanie,65 ans ou plus,12.417732522,12.8493414712,120.88238558799999
2021,8,Occitanie,Tous âges,21.55331567844,16.3388297088,256.1341383316
2021,8,Pays de la Loire,00-04 ans,17.667844523,0.0,0.0
2021,8,Pays de la Loire,05-14 ans,12.987012987,0.0,167.364016736
2021,8,Pays de la Loire,15-64 ans,20.1739729816,0.0,89.8173062166
2021,8,Pays de la Loire,65 ans ou plus,5.351886540000001,0.0,0.0
2021,8,Pays de la Loire,Tous âges,15.399830197739998,0.0,69.12658558839999
2021,8,Provence-Alpes-Côte d'Azur,00-04 ans,6.3959066198,0.0,369.424556524
2021,8,Provence-Alpes-Côte d'Azur,05-14 ans,13.2669983416,0.0,225.21851345800002
2021,8,Provence-Alpes-Côte d'Azur,15-64 ans,34.314923970500004,6.2092517852,606.072404244
2021,8,Provence-Alpes-Côte d'Azur,65 ans ou plus,7.887711825400001,0.0,180.29620988
2021,8,Provence-Alpes-Côte d'Azur,Tous âges,23.37753440464,2.8260562386,443.45737706600005
2021,8,Réunion,00-04 ans,0.0,0.0,
2021,8,Réunion,05-14 ans,151.39751552799999,0.0,
2021,8,Réunion,15-64 ans,55.1432615532,0.0,
2021,8,Réunion,65 ans ou plus,0.0,0.0,
2021,8,Réunion,Tous âges,46.4853656576,0.0,
2021,8,Île-de-France,00-04 ans,6.9519732402,0.0,139.791473264
2021,8,Île-de-France,05-14 ans,29.129951498399997,0.0,126.749929894
2021,8,Île-de-France,15-64 ans,140.592494538,13.2494203378,317.30338936600003
2021,8,Île-de-France,65 ans ou plus,13.8722020522,0.0,146.40565698580002
2021,8,Île-de-France,Tous âges,92.87348426679999,5.8719906048,249.02695250340003
2021,9,Auvergne et Rhône-Alpes,00-04 ans,34.41558768225,0.0,155.17156851475
2021,9,Auvergne et Rhône-Alpes,05-14 ans,73.38930101625,76.687116565,649.674299315
2021,9,Auvergne et Rhône-Alpes,15-64 ans,30.13858988575,0.0,605.5006606625
2021,9,Auvergne et Rhône-Alpes,65 ans ou plus,2.884171666,0.0,104.02791351025
2021,9,Auvergne et Rhône-Alpes,Tous âges,30.27323328,3.55315520175,470.86160289
2021,9,Bourgogne et Franche-Comté,00-04 ans,18.86792452825,0.0,0.0
